ChunkCoordIntPair,ChunkCoordIntPair,*,*,ChunkCoordIntPair,""
ChunkCoordinates,ChunkCoordinates,*,*,ChunkCoordinates,""
ChunkCoordinates,ChunkCoordinates,*,*,ChunkCoordinates,""
ChunkCoordinates,ChunkCoordinates,*,*,ChunkCoordinates,""
ChunkFilePattern,ChunkFilePattern,*,*,ChunkFilePattern,""
ChunkFilePattern,ChunkFilePattern,*,*,ChunkFilePattern,""
ChunkFolderPattern,ChunkFolderPattern,*,*,ChunkFolderPattern,""
ChunkFolderPattern,ChunkFolderPattern,*,*,ChunkFolderPattern,""
ChunkLoader,ChunkLoader,*,*,ChunkLoader,""
ChunkPosition,ChunkPosition,*,*,ChunkPosition,""
ChunkProviderClient,ChunkProviderClient,*,*,ChunkProviderClient,""
ChunkProviderGenerate,ChunkProviderGenerate,*,*,ChunkProviderGenerate,""
ChunkProviderHell,ChunkProviderHell,*,*,ChunkProviderHell,""
ChunkProviderLoadOrGenerate,ChunkProviderLoadOrGenerate,*,*,ChunkProviderLoadOrGenerate,""
ClippingHelper,ClippingHelper,*,*,ClippingHelper,""
ClippingHelperImplementation,ClippingHelperImplementation,*,*,ClippingHelperImplementation,""
CodecMus,CodecMus,*,*,CodecMus,""
ColorizerFoliage,ColorizerFoliage,*,*,ColorizerFoliage,""
ColorizerGrass,ColorizerGrass,*,*,ColorizerGrass,""
CompressedStreamTools,CompressedStreamTools,*,*,CompressedStreamTools,""
CraftingInventoryCB,CraftingInventoryCB,*,*,CraftingInventoryCB,""
CraftingInventoryChestCB,CraftingInventoryChestCB,*,*,CraftingInventoryChestCB,""
CraftingInventoryDispenserCB,CraftingInventoryDispenserCB,*,*,CraftingInventoryDispenserCB,""
CraftingInventoryFurnaceCB,CraftingInventoryFurnaceCB,*,*,CraftingInventoryFurnaceCB,""
CraftingInventoryPlayerCB,CraftingInventoryPlayerCB,*,*,CraftingInventoryPlayerCB,""
CraftingInventoryPlayerCB,CraftingInventoryPlayerCB,*,*,CraftingInventoryPlayerCB,""
CraftingInventoryWorkbenchCB,CraftingInventoryWorkbenchCB,*,*,CraftingInventoryWorkbenchCB,""
CraftingManager,CraftingManager,*,*,CraftingManager,""
DataWatcher,DataWatcher,*,*,DataWatcher,""
EffectRenderer,EffectRenderer,*,*,EffectRenderer,""
Empty1,Empty1,*,*,Empty1,""
Empty2,Empty2,*,*,Empty2,""
EmptyChunk,EmptyChunk,*,*,EmptyChunk,""
EmptyChunk,EmptyChunk,*,*,EmptyChunk,""
Entity,Entity,*,*,Entity,""
EntityAnimals,EntityAnimals,*,*,EntityAnimals,""
EntityArrow,EntityArrow,*,*,EntityArrow,""
EntityArrow,EntityArrow,*,*,EntityArrow,""
EntityArrow,EntityArrow,*,*,EntityArrow,""
EntityBoat,EntityBoat,*,*,EntityBoat,""
EntityBoat,EntityBoat,*,*,EntityBoat,""
EntityBubbleFX,EntityBubbleFX,*,*,EntityBubbleFX,""
EntityChicken,EntityChicken,*,*,EntityChicken,""
EntityClientPlayerMP,EntityClientPlayerMP,*,*,EntityClientPlayerMP,""
EntityCow,EntityCow,*,*,EntityCow,""
EntityCreature,EntityCreature,*,*,EntityCreature,""
EntityCreeper,EntityCreeper,*,*,EntityCreeper,""
EntityDiggingFX,EntityDiggingFX,*,*,EntityDiggingFX,""
EntityEgg,EntityEgg,*,*,EntityEgg,""
EntityEgg,EntityEgg,*,*,EntityEgg,""
EntityEgg,EntityEgg,*,*,EntityEgg,""
EntityExplodeFX,EntityExplodeFX,*,*,EntityExplodeFX,""
EntityFX,EntityFX,*,*,EntityFX,""
EntityFallingSand,EntityFallingSand,*,*,EntityFallingSand,""
EntityFallingSand,EntityFallingSand,*,*,EntityFallingSand,""
EntityFireball,EntityFireball,*,*,EntityFireball,""
EntityFireball,EntityFireball,*,*,EntityFireball,""
EntityFish,EntityFish,*,*,EntityFish,""
EntityFish,EntityFish,*,*,EntityFish,""
EntityFish,EntityFish,*,*,EntityFish,""
EntityFlameFX,EntityFlameFX,*,*,EntityFlameFX,""
EntityFlying,EntityFlying,*,*,EntityFlying,""
EntityGhast,EntityGhast,*,*,EntityGhast,""
EntityHeartFX,EntityHeartFX,*,*,EntityHeartFX,""
EntityHeartFX,EntityHeartFX,*,*,EntityHeartFX,""
EntityItem,EntityItem,*,*,EntityItem,""
EntityItem,EntityItem,*,*,EntityItem,""
EntityLavaFX,EntityLavaFX,*,*,EntityLavaFX,""
EntityList,EntityList,*,*,EntityList,""
EntityLiving,EntityLiving,*,*,EntityLiving,""
EntityMinecart,EntityMinecart,*,*,EntityMinecart,""
EntityMinecart,EntityMinecart,*,*,EntityMinecart,""
EntityMobs,EntityMobs,*,*,EntityMobs,""
EntityNoteFX,EntityNoteFX,*,*,EntityNoteFX,""
EntityNoteFX,EntityNoteFX,*,*,EntityNoteFX,""
EntityOtherPlayerMP,EntityOtherPlayerMP,*,*,EntityOtherPlayerMP,""
EntityPainting,EntityPainting,*,*,EntityPainting,""
EntityPainting,EntityPainting,*,*,EntityPainting,""
EntityPainting,EntityPainting,*,*,EntityPainting,""
EntityPickupFX,EntityPickupFX,*,*,EntityPickupFX,""
EntityPig,EntityPig,*,*,EntityPig,""
EntityPigZombie,EntityPigZombie,*,*,EntityPigZombie,""
EntityPlayer,EntityPlayer,*,*,EntityPlayer,""
EntityPlayerSP,EntityPlayerSP,*,*,EntityPlayerSP,""
EntityPortalFX,EntityPortalFX,*,*,EntityPortalFX,""
EntityRainFX,EntityRainFX,*,*,EntityRainFX,""
EntityReddustFX,EntityReddustFX,*,*,EntityReddustFX,""
EntityReddustFX,EntityReddustFX,*,*,EntityReddustFX,""
EntityRenderer,EntityRenderer,*,*,EntityRenderer,""
EntitySheep,EntitySheep,*,*,EntitySheep,""
EntitySkeleton,EntitySkeleton,*,*,EntitySkeleton,""
EntitySlime,EntitySlime,*,*,EntitySlime,""
EntitySlimeFX,EntitySlimeFX,*,*,EntitySlimeFX,""
EntitySmokeFX,EntitySmokeFX,*,*,EntitySmokeFX,""
EntitySmokeFX,EntitySmokeFX,*,*,EntitySmokeFX,""
EntitySnowball,EntitySnowball,*,*,EntitySnowball,""
EntitySnowball,EntitySnowball,*,*,EntitySnowball,""
EntitySnowball,EntitySnowball,*,*,EntitySnowball,""
EntitySorter,EntitySorter,*,*,EntitySorter,""
EntitySpider,EntitySpider,*,*,EntitySpider,""
EntitySplashFX,EntitySplashFX,*,*,EntitySplashFX,""
EntitySquid,EntitySquid,*,*,EntitySquid,""
EntityTNTPrimed,EntityTNTPrimed,*,*,EntityTNTPrimed,""
EntityTNTPrimed,EntityTNTPrimed,*,*,EntityTNTPrimed,""
EntityWaterMob,EntityWaterMob,*,*,EntityWaterMob,""
EntityWolf,EntityWolf,*,*,EntityWolf,""
EntityZombie,EntityZombie,*,*,EntityZombie,""
EntityZombieSimple,EntityZombieSimple,*,*,EntityZombieSimple,""
EnumArt,EnumArt,*,*,EnumArt,""
EnumCreatureType,EnumCreatureType,*,*,EnumCreatureType,""
EnumMobType,EnumMobType,*,*,EnumMobType,""
EnumMovingObjectType,EnumMovingObjectType,*,*,EnumMovingObjectType,""
EnumOS1,EnumOS1,*,*,EnumOS1,""
EnumOS2,EnumOS2,*,*,EnumOS2,""
EnumOSMappingHelper,EnumOSMappingHelper,*,*,EnumOSMappingHelper,""
EnumOptions,EnumOptions,*,*,EnumOptions,""
EnumOptionsMappingHelper,EnumOptionsMappingHelper,*,*,EnumOptionsMappingHelper,""
EnumSkyBlock,EnumSkyBlock,*,*,EnumSkyBlock,""
EnumStatus,EnumStatus,*,*,EnumStatus,""
EnumToolMaterial,EnumToolMaterial,*,*,EnumToolMaterial,""
Explosion,Explosion,*,*,Explosion,""
FileMatcher,FileMatcher,*,*,FileMatcher,""
FontAllowedCharacters,FontAllowedCharacters,*,*,FontAllowedCharacters,""
FontRenderer,FontRenderer,*,*,FontRenderer,""
Frustrum,Frustrum,*,*,Frustrum,""
FurnaceRecipes,FurnaceRecipes,*,*,FurnaceRecipes,""
GLAllocation,GLAllocation,*,*,GLAllocation,""
GameSettings,GameSettings,*,*,GameSettings,""
GameSettings,GameSettings,*,*,GameSettings,""
GameWindowListener,GameWindowListener,*,*,GameWindowListener,""
Gui,Gui,*,*,Gui,""
GuiAchievement,GuiAchievement,*,*,GuiAchievement,""
GuiButton,GuiButton,*,*,GuiButton,""
GuiButton,GuiButton,*,*,GuiButton,""
GuiChat,GuiChat,*,*,GuiChat,""
GuiChest,GuiChest,*,*,GuiChest,""
GuiConflictWarning,GuiConflictWarning,*,*,GuiConflictWarning,""
GuiConnectFailed,GuiConnectFailed,*,*,GuiConnectFailed,""
GuiConnecting,GuiConnecting,*,*,GuiConnecting,""
GuiContainer,GuiContainer,*,*,GuiContainer,""
GuiControls,GuiControls,*,*,GuiControls,""
GuiCrafting,GuiCrafting,*,*,GuiCrafting,""
GuiCreateWorld,GuiCreateWorld,*,*,GuiCreateWorld,""
GuiDisableButton,GuiDisableButton,*,*,GuiDisableButton,""
GuiDispenser,GuiDispenser,*,*,GuiDispenser,""
GuiDownloadTerrain,GuiDownloadTerrain,*,*,GuiDownloadTerrain,""
GuiEditSign,GuiEditSign,*,*,GuiEditSign,""
GuiFurnace,GuiFurnace,*,*,GuiFurnace,""
GuiGameOver,GuiGameOver,*,*,GuiGameOver,""
GuiIngame,GuiIngame,*,*,GuiIngame,""
GuiIngameMenu,GuiIngameMenu,*,*,GuiIngameMenu,""
GuiInventory,GuiInventory,*,*,GuiInventory,""
GuiLockedChest,GuiLockedChest,*,*,GuiLockedChest,""
GuiMainMenu,GuiMainMenu,*,*,GuiMainMenu,""
GuiMultiplayer,GuiMultiplayer,*,*,GuiMultiplayer,""
GuiOptions,GuiOptions,*,*,GuiOptions,""
GuiRenameWorld,GuiRenameWorld,*,*,GuiRenameWorld,""
GuiScreen,GuiScreen,*,*,GuiScreen,""
GuiSelectWorld,GuiSelectWorld,*,*,GuiSelectWorld,""
GuiSleepMP,GuiSleepMP,*,*,GuiSleepMP,""
GuiSlider,GuiSlider,*,*,GuiSlider,""
GuiSlot,GuiSlot,*,*,GuiSlot,""
GuiSmallButton,GuiSmallButton,*,*,GuiSmallButton,""
GuiSmallButton,GuiSmallButton,*,*,GuiSmallButton,""
GuiSmallButton,GuiSmallButton,*,*,GuiSmallButton,""
GuiTexturePackSlot,GuiTexturePackSlot,*,*,GuiTexturePackSlot,""
GuiTexturePacks,GuiTexturePacks,*,*,GuiTexturePacks,""
GuiUnused,GuiUnused,*,*,GuiUnused,""
GuiVideoSettings,GuiVideoSettings,*,*,GuiVideoSettings,""
GuiWorldSlot,GuiWorldSlot,*,*,GuiWorldSlot,""
GuiYesNo,GuiYesNo,*,*,GuiYesNo,""
HashEntry,HashEntry,*,*,HashEntry,""
ImageBufferDownload,ImageBufferDownload,*,*,ImageBufferDownload,""
InventoryBasic,InventoryBasic,*,*,InventoryBasic,""
InventoryCraftResult,InventoryCraftResult,*,*,InventoryCraftResult,""
InventoryCrafting,InventoryCrafting,*,*,InventoryCrafting,""
InventoryLargeChest,InventoryLargeChest,*,*,InventoryLargeChest,""
InventoryPlayer,InventoryPlayer,*,*,InventoryPlayer,""
IsoImageBuffer,IsoImageBuffer,*,*,IsoImageBuffer,""
Item,Item,*,*,Item,""
ItemArmor,ItemArmor,*,*,ItemArmor,""
ItemAxe,ItemAxe,*,*,ItemAxe,""
ItemBed,ItemBed,*,*,ItemBed,""
ItemBlock,ItemBlock,*,*,ItemBlock,""
ItemBoat,ItemBoat,*,*,ItemBoat,""
ItemBow,ItemBow,*,*,ItemBow,""
ItemBucket,ItemBucket,*,*,ItemBucket,""
ItemCloth,ItemCloth,*,*,ItemCloth,""
ItemCoal,ItemCoal,*,*,ItemCoal,""
ItemCookie,ItemCookie,*,*,ItemCookie,""
ItemDoor,ItemDoor,*,*,ItemDoor,""
ItemDye,ItemDye,*,*,ItemDye,""
ItemEgg,ItemEgg,*,*,ItemEgg,""
ItemFishingRod,ItemFishingRod,*,*,ItemFishingRod,""
ItemFlintAndSteel,ItemFlintAndSteel,*,*,ItemFlintAndSteel,""
ItemFood,ItemFood,*,*,ItemFood,""
ItemHoe,ItemHoe,*,*,ItemHoe,""
ItemLog,ItemLog,*,*,ItemLog,""
ItemMinecart,ItemMinecart,*,*,ItemMinecart,""
ItemPainting,ItemPainting,*,*,ItemPainting,""
ItemPickaxe,ItemPickaxe,*,*,ItemPickaxe,""
ItemRecord,ItemRecord,*,*,ItemRecord,""
ItemRedstone,ItemRedstone,*,*,ItemRedstone,""
ItemReed,ItemReed,*,*,ItemReed,""
ItemRenderer,ItemRenderer,*,*,ItemRenderer,""
ItemSaddle,ItemSaddle,*,*,ItemSaddle,""
ItemSeeds,ItemSeeds,*,*,ItemSeeds,""
ItemSign,ItemSign,*,*,ItemSign,""
ItemSlab,ItemSlab,*,*,ItemSlab,""
ItemSnowball,ItemSnowball,*,*,ItemSnowball,""
ItemSoup,ItemSoup,*,*,ItemSoup,""
ItemSpade,ItemSpade,*,*,ItemSpade,""
ItemStack,ItemStack,*,*,ItemStack,""
ItemStack,ItemStack,*,*,ItemStack,""
ItemStack,ItemStack,*,*,ItemStack,""
ItemStack,ItemStack,*,*,ItemStack,""
ItemStack,ItemStack,*,*,ItemStack,""
ItemStack,ItemStack,*,*,ItemStack,""
ItemStack,ItemStack,*,*,ItemStack,""
ItemStack,ItemStack,*,*,ItemStack,""
ItemSword,ItemSword,*,*,ItemSword,""
ItemTool,ItemTool,*,*,ItemTool,""
KeyBinding,KeyBinding,*,*,KeyBinding,""
LoadingScreenRenderer,LoadingScreenRenderer,*,*,LoadingScreenRenderer,""
MCHashTable,MCHashTable,*,*,MCHashTable,""
MapGenBase,MapGenBase,*,*,MapGenBase,""
MapGenCaves,MapGenCaves,*,*,MapGenCaves,""
MapGenCavesHell,MapGenCavesHell,*,*,MapGenCavesHell,""
Material,Material,*,*,Material,""
MaterialLiquid,MaterialLiquid,*,*,MaterialLiquid,""
MaterialLogic,MaterialLogic,*,*,MaterialLogic,""
MaterialTransparent,MaterialTransparent,*,*,MaterialTransparent,""
MathHelper,MathHelper,*,*,MathHelper,""
McRegionChunkLoader,McRegionChunkLoader,*,*,McRegionChunkLoader,""
MetadataChunkBlock,MetadataChunkBlock,*,*,MetadataChunkBlock,""
MinecartTrackLogic,MinecartTrackLogic,*,*,MinecartTrackLogic,""
Minecraft,Minecraft,*,*,Minecraft,""
MinecraftApplet,MinecraftApplet,*,*,MinecraftApplet,""
MinecraftAppletImpl,MinecraftAppletImpl,*,*,MinecraftAppletImpl,""
MinecraftError,MinecraftError,*,*,MinecraftError,""
MinecraftException,MinecraftException,*,*,MinecraftException,""
MinecraftImpl,MinecraftImpl,*,*,MinecraftImpl,""
MobSpawnerBase,MobSpawnerBase,*,*,MobSpawnerBase,""
MobSpawnerDesert,MobSpawnerDesert,*,*,MobSpawnerDesert,""
MobSpawnerForest,MobSpawnerForest,*,*,MobSpawnerForest,""
MobSpawnerHell,MobSpawnerHell,*,*,MobSpawnerHell,""
MobSpawnerRainforest,MobSpawnerRainforest,*,*,MobSpawnerRainforest,""
MobSpawnerSwamp,MobSpawnerSwamp,*,*,MobSpawnerSwamp,""
MobSpawnerTaiga,MobSpawnerTaiga,*,*,MobSpawnerTaiga,""
ModelBase,ModelBase,*,*,ModelBase,""
ModelBed,ModelBed,*,*,ModelBed,""
ModelBiped,ModelBiped,*,*,ModelBiped,""
ModelBiped,ModelBiped,*,*,ModelBiped,""
ModelBiped,ModelBiped,*,*,ModelBiped,""
ModelBoat,ModelBoat,*,*,ModelBoat,""
ModelChicken,ModelChicken,*,*,ModelChicken,""
ModelCow,ModelCow,*,*,ModelCow,""
ModelCreeper,ModelCreeper,*,*,ModelCreeper,""
ModelGhast,ModelGhast,*,*,ModelGhast,""
ModelMinecart,ModelMinecart,*,*,ModelMinecart,""
ModelPig,ModelPig,*,*,ModelPig,""
ModelPig,ModelPig,*,*,ModelPig,""
ModelQuadraped,ModelQuadraped,*,*,ModelQuadraped,""
ModelRenderer,ModelRenderer,*,*,ModelRenderer,""
ModelSheep1,ModelSheep1,*,*,ModelSheep1,""
ModelSheep2,ModelSheep2,*,*,ModelSheep2,""
ModelSkeleton,ModelSkeleton,*,*,ModelSkeleton,""
ModelSlime,ModelSlime,*,*,ModelSlime,""
ModelSpider,ModelSpider,*,*,ModelSpider,""
ModelSquid,ModelSquid,*,*,ModelSquid,""
ModelWolf,ModelWolf,*,*,ModelWolf,""
ModelZombie,ModelZombie,*,*,ModelZombie,""
MouseFilter,MouseFilter,*,*,MouseFilter,""
MouseHelper,MouseHelper,*,*,MouseHelper,""
MovementInput,MovementInput,*,*,MovementInput,""
MovementInputFromOptions,MovementInputFromOptions,*,*,MovementInputFromOptions,""
MovingObjectPosition,MovingObjectPosition,*,*,MovingObjectPosition,""
MovingObjectPosition,MovingObjectPosition,*,*,MovingObjectPosition,""
MusInputStream,MusInputStream,*,*,MusInputStream,""
NBTBase,NBTBase,*,*,NBTBase,""
NBTTagByte,NBTTagByte,*,*,NBTTagByte,""
NBTTagByte,NBTTagByte,*,*,NBTTagByte,""
NBTTagByteArray,NBTTagByteArray,*,*,NBTTagByteArray,""
NBTTagByteArray,NBTTagByteArray,*,*,NBTTagByteArray,""
NBTTagCompound,NBTTagCompound,*,*,NBTTagCompound,""
NBTTagDouble,NBTTagDouble,*,*,NBTTagDouble,""
NBTTagDouble,NBTTagDouble,*,*,NBTTagDouble,""
NBTTagEnd,NBTTagEnd,*,*,NBTTagEnd,""
NBTTagFloat,NBTTagFloat,*,*,NBTTagFloat,""
NBTTagFloat,NBTTagFloat,*,*,NBTTagFloat,""
NBTTagInt,NBTTagInt,*,*,NBTTagInt,""
NBTTagInt,NBTTagInt,*,*,NBTTagInt,""
NBTTagList,NBTTagList,*,*,NBTTagList,""
NBTTagLong,NBTTagLong,*,*,NBTTagLong,""
NBTTagLong,NBTTagLong,*,*,NBTTagLong,""
NBTTagShort,NBTTagShort,*,*,NBTTagShort,""
NBTTagShort,NBTTagShort,*,*,NBTTagShort,""
NBTTagString,NBTTagString,*,*,NBTTagString,""
NBTTagString,NBTTagString,*,*,NBTTagString,""
NetClientHandler,NetClientHandler,*,*,NetClientHandler,""
NetHandler,NetHandler,*,*,NetHandler,""
NetworkManager,NetworkManager,*,*,NetworkManager,""
NetworkMasterThread,NetworkMasterThread,*,*,NetworkMasterThread,""
NetworkReaderThread,NetworkReaderThread,*,*,NetworkReaderThread,""
NetworkWriterThread,NetworkWriterThread,*,*,NetworkWriterThread,""
NextTickListEntry,NextTickListEntry,*,*,NextTickListEntry,""
NibbleArray,NibbleArray,*,*,NibbleArray,""
NibbleArray,NibbleArray,*,*,NibbleArray,""
NoiseGenerator,NoiseGenerator,*,*,NoiseGenerator,""
NoiseGenerator2,NoiseGenerator2,*,*,NoiseGenerator2,""
NoiseGenerator2,NoiseGenerator2,*,*,NoiseGenerator2,""
NoiseGeneratorOctaves,NoiseGeneratorOctaves,*,*,NoiseGeneratorOctaves,""
NoiseGeneratorOctaves2,NoiseGeneratorOctaves2,*,*,NoiseGeneratorOctaves2,""
NoiseGeneratorPerlin,NoiseGeneratorPerlin,*,*,NoiseGeneratorPerlin,""
NoiseGeneratorPerlin,NoiseGeneratorPerlin,*,*,NoiseGeneratorPerlin,""
OpenGlCapsChecker,OpenGlCapsChecker,*,*,OpenGlCapsChecker,""
OsMap,OsMap,*,*,OsMap,""
Packet,Packet,*,*,Packet,""
Packet0KeepAlive,Packet0KeepAlive,*,*,Packet0KeepAlive,""
Packet100,Packet100,*,*,Packet100,""
Packet101,Packet101,*,*,Packet101,""
Packet101,Packet101,*,*,Packet101,""
Packet102,Packet102,*,*,Packet102,""
Packet102,Packet102,*,*,Packet102,""
Packet103,Packet103,*,*,Packet103,""
Packet104,Packet104,*,*,Packet104,""
Packet105,Packet105,*,*,Packet105,""
Packet106,Packet106,*,*,Packet106,""
Packet106,Packet106,*,*,Packet106,""
Packet10Flying,Packet10Flying,*,*,Packet10Flying,""
Packet10Flying,Packet10Flying,*,*,Packet10Flying,""
Packet11PlayerPosition,Packet11PlayerPosition,*,*,Packet11PlayerPosition,""
Packet11PlayerPosition,Packet11PlayerPosition,*,*,Packet11PlayerPosition,""
Packet12PlayerLook,Packet12PlayerLook,*,*,Packet12PlayerLook,""
Packet12PlayerLook,Packet12PlayerLook,*,*,Packet12PlayerLook,""
Packet130,Packet130,*,*,Packet130,""
Packet130,Packet130,*,*,Packet130,""
Packet13PlayerLookMove,Packet13PlayerLookMove,*,*,Packet13PlayerLookMove,""
Packet13PlayerLookMove,Packet13PlayerLookMove,*,*,Packet13PlayerLookMove,""
Packet14BlockDig,Packet14BlockDig,*,*,Packet14BlockDig,""
Packet14BlockDig,Packet14BlockDig,*,*,Packet14BlockDig,""
Packet15Place,Packet15Place,*,*,Packet15Place,""
Packet15Place,Packet15Place,*,*,Packet15Place,""
Packet16BlockItemSwitch,Packet16BlockItemSwitch,*,*,Packet16BlockItemSwitch,""
Packet16BlockItemSwitch,Packet16BlockItemSwitch,*,*,Packet16BlockItemSwitch,""
Packet17Sleep,Packet17Sleep,*,*,Packet17Sleep,""
Packet18ArmAnimation,Packet18ArmAnimation,*,*,Packet18ArmAnimation,""
Packet18ArmAnimation,Packet18ArmAnimation,*,*,Packet18ArmAnimation,""
Packet19,Packet19,*,*,Packet19,""
Packet19,Packet19,*,*,Packet19,""
Packet1Login,Packet1Login,*,*,Packet1Login,""
Packet1Login,Packet1Login,*,*,Packet1Login,""
Packet20NamedEntitySpawn,Packet20NamedEntitySpawn,*,*,Packet20NamedEntitySpawn,""
Packet20NamedEntitySpawn,Packet20NamedEntitySpawn,*,*,Packet20NamedEntitySpawn,""
Packet21PickupSpawn,Packet21PickupSpawn,*,*,Packet21PickupSpawn,""
Packet21PickupSpawn,Packet21PickupSpawn,*,*,Packet21PickupSpawn,""
Packet22Collect,Packet22Collect,*,*,Packet22Collect,""
Packet23VehicleSpawn,Packet23VehicleSpawn,*,*,Packet23VehicleSpawn,""
Packet24MobSpawn,Packet24MobSpawn,*,*,Packet24MobSpawn,""
Packet24MobSpawn,Packet24MobSpawn,*,*,Packet24MobSpawn,""
Packet25,Packet25,*,*,Packet25,""
Packet25,Packet25,*,*,Packet25,""
Packet255KickDisconnect,Packet255KickDisconnect,*,*,Packet255KickDisconnect,""
Packet255KickDisconnect,Packet255KickDisconnect,*,*,Packet255KickDisconnect,""
Packet27,Packet27,*,*,Packet27,""
Packet28,Packet28,*,*,Packet28,""
Packet28,Packet28,*,*,Packet28,""
Packet28,Packet28,*,*,Packet28,""
Packet29DestroyEntity,Packet29DestroyEntity,*,*,Packet29DestroyEntity,""
Packet2Handshake,Packet2Handshake,*,*,Packet2Handshake,""
Packet2Handshake,Packet2Handshake,*,*,Packet2Handshake,""
Packet30Entity,Packet30Entity,*,*,Packet30Entity,""
Packet31RelEntityMove,Packet31RelEntityMove,*,*,Packet31RelEntityMove,""
